t,q_FL_abad,q_FL_thigh,q_FL_calf,q_FR_abad,q_FR_thigh,q_FR_calf,q_RL_abad,q_RL_thigh,q_RL_calf,q_RR_abad,q_RR_thigh,q_RR_calf,tau_FL_abad,tau_FL_thigh,tau_FL_calf,tau_FR_abad,tau_FR_thigh,tau_FR_calf,tau_RL_abad,tau_RL_thigh,tau_RL_calf,tau_RR_abad,tau_RR_thigh,tau_RR_calf,base_z
0.5150,-0.43002,-0.01604,-0.63694,0.56844,-0.01006,-0.92758,-0.53919,0.36255,-1.22246,0.47144,0.31910,-0.82864,0.023,-0.275,-0.230,0.076,-0.227,-0.202,0.005,0.126,-0.187,-0.003,0.089,-0.191,0.8500
0.5200,-0.43006,-0.01558,-0.63655,0.56832,-0.00968,-0.92724,-0.53920,0.36234,-1.22214,0.47145,0.31895,-0.82832,0.023,-0.274,-0.230,0.075,-0.227,-0.202,0.005,0.126,-0.187,-0.003,0.089,-0.191,0.8500
0.5250,-0.43010,-0.01513,-0.63617,0.56819,-0.00931,-0.92690,-0.53921,0.36213,-1.22183,0.47145,0.31881,-0.82800,0.023,-0.274,-0.230,0.075,-0.226,-0.202,0.005,0.126,-0.187,-0.003,0.089,-0.191,0.8500
0.5300,-0.43014,-0.01467,-0.63579,0.56807,-0.00893,-0.92657,-0.53922,0.36192,-1.22152,0.47146,0.31866,-0.82769,0.023,-0.273,-0.230,0.075,-0.226,-0.202,0.005,0.125,-0.187,-0.003,0.089,-0.191,0.8500
0.5350,-0.43018,-0.01422,-0.63541,0.56794,-0.00855,-0.92623,-0.53923,0.36171,-1.22121,0.47146,0.31851,-0.82737,0.023,-0.272,-0.229,0.075,-0.225,-0.202,0.005,0.125,-0.187,-0.003,0.088,-0.191,0.8500
0.5400,-0.43021,-0.01377,-0.63502,0.56782,-0.00818,-0.92590,-0.53924,0.36150,-1.22090,0.47146,0.31836,-0.82705,0.023,-0.272,-0.229,0.074,-0.225,-0.202,0.005,0.125,-0.187,-0.003,0.088,-0.191,0.8500
0.5450,-0.43025,-0.01331,-0.63464,0.56770,-0.00780,-0.92556,-0.53924,0.36130,-1.22058,0.47147,0.31822,-0.82673,0.024,-0.271,-0.229,0.074,-0.224,-0.202,0.005,0.125,-0.187,-0.003,0.088,-0.191,0.8500
0.5500,-0.43029,-0.01286,-0.63426,0.56757,-0.00743,-0.92522,-0.53925,0.36109,-1.22027,0.47147,0.31807,-0.82641,0.024,-0.271,-0.229,0.074,-0.224,-0.202,0.005,0.125,-0.187,-0.003,0.088,-0.191,0.8500
0.5550,-0.43033,-0.01241,-0.63388,0.56745,-0.00706,-0.92489,-0.53926,0.36088,-1.21996,0.47148,0.31792,-0.82610,0.024,-0.270,-0.229,0.074,-0.223,-0.202,0.005,0.125,-0.187,-0.003,0.088,-0.191,0.8500
0.5600,-0.43037,-0.01196,-0.63350,0.56733,-0.00669,-0.92455,-0.53927,0.36067,-1.21965,0.47148,0.31778,-0.82578,0.024,-0.270,-0.228,0.073,-0.223,-0.202,0.005,0.125,-0.187,-0.003,0.088,-0.191,0.8500
0.5650,-0.43041,-0.01151,-0.63312,0.56721,-0.00632,-0.92422,-0.53928,0.36047,-1.21933,0.47149,0.31763,-0.82546,0.024,-0.269,-0.228,0.073,-0.222,-0.202,0.005,0.125,-0.187,-0.003,0.088,-0.191,0.8500
0.5700,-0.43045,-0.01106,-0.63274,0.56708,-0.00595,-0.92388,-0.53928,0.36026,-1.21902,0.47149,0.31749,-0.82514,0.024,-0.269,-0.228,0.073,-0.222,-0.201,0.005,0.124,-0.187,-0.003,0.088,-0.191,0.8500
0.5750,-0.43049,-0.01062,-0.63236,0.56696,-0.00558,-0.92354,-0.53929,0.36005,-1.21871,0.47150,0.31734,-0.82482,0.024,-0.268,-0.228,0.072,-0.221,-0.201,0.005,0.124,-0.187,-0.003,0.087,-0.191,0.8500
0.5800,-0.43053,-0.01017,-0.63198,0.56684,-0.00521,-0.92321,-0.53930,0.35984,-1.21840,0.47150,0.31719,-0.82451,0.024,-0.268,-0.228,0.072,-0.221,-0.201,0.005,0.124,-0.187,-0.003,0.087,-0.191,0.8500
0.5850,-0.43057,-0.00973,-0.63160,0.56672,-0.00484,-0.92287,-0.53931,0.35964,-1.21808,0.47150,0.31705,-0.82419,0.024,-0.267,-0.227,0.072,-0.220,-0.201,0.005,0.124,-0.187,-0.003,0.087,-0.190,0.8500
0.5900,-0.43061,-0.00928,-0.63122,0.56660,-0.00447,-0.92254,-0.53932,0.35943,-1.21777,0.47151,0.31690,-0.82387,0.024,-0.267,-0.227,0.072,-0.220,-0.201,0.005,0.124,-0.187,-0.003,0.087,-0.190,0.8500
0.5950,-0.43065,-0.00884,-0.63084,0.56648,-0.00411,-0.92220,-0.53932,0.35922,-1.21746,0.47151,0.31676,-0.82355,0.024,-0.266,-0.227,0.071,-0.219,-0.201,0.005,0.124,-0.187,-0.003,0.087,-0.190,0.8500
0.6000,-0.43069,-0.00840,-0.63047,0.56637,-0.00374,-0.92187,-0.53933,0.35902,-1.21715,0.47152,0.31661,-0.82324,0.024,-0.265,-0.227,0.071,-0.219,-0.201,0.005,0.124,-0.187,-0.003,0.087,-0.190,0.8500
0.6050,-0.43073,-0.00795,-0.63009,0.56625,-0.00338,-0.92153,-0.53934,0.35881,-1.21683,0.47152,0.31647,-0.82292,0.024,-0.265,-0.227,0.071,-0.218,-0.201,0.005,0.123,-0.187,-0.003,0.087,-0.190,0.8500
0.6100,-0.43077,-0.00751,-0.62971,0.56613,-0.00302,-0.92120,-0.53935,0.35861,-1.21652,0.47153,0.31633,-0.82260,0.024,-0.264,-0.226,0.071,-0.218,-0.201,0.005,0.123,-0.187,-0.003,0.086,-0.190,0.8500
0.6150,-0.43081,-0.00707,-0.62933,0.56601,-0.00265,-0.92086,-0.53935,0.35840,-1.21621,0.47153,0.31618,-0.82229,0.024,-0.264,-0.226,0.070,-0.217,-0.201,0.005,0.123,-0.187,-0.003,0.086,-0.190,0.8500
0.6200,-0.43085,-0.00663,-0.62896,0.56590,-0.00229,-0.92053,-0.53936,0.35820,-1.21590,0.47154,0.31604,-0.82197,0.024,-0.263,-0.226,0.070,-0.217,-0.201,0.005,0.123,-0.187,-0.003,0.086,-0.190,0.8500
0.6250,-0.43090,-0.00620,-0.62858,0.56578,-0.00193,-0.92019,-0.53937,0.35799,-1.21559,0.47154,0.31589,-0.82165,0.025,-0.263,-0.226,0.070,-0.216,-0.201,0.005,0.123,-0.187,-0.003,0.086,-0.190,0.8500
0.6300,-0.43094,-0.00576,-0.62821,0.56566,-0.00157,-0.91986,-0.53938,0.35779,-1.21527,0.47155,0.31575,-0.82134,0.025,-0.262,-0.225,0.069,-0.216,-0.201,0.005,0.123,-0.187,-0.003,0.086,-0.190,0.8500
0.6350,-0.43098,-0.00532,-0.62783,0.56555,-0.00121,-0.91952,-0.53939,0.35758,-1.21496,0.47155,0.31561,-0.82102,0.025,-0.262,-0.225,0.069,-0.215,-0.201,0.005,0.123,-0.187,-0.003,0.086,-0.190,0.8500
0.6400,-0.43102,-0.00489,-0.62746,0.56543,-0.00085,-0.91919,-0.53939,0.35738,-1.21465,0.47156,0.31547,-0.82070,0.025,-0.261,-0.225,0.069,-0.215,-0.201,0.005,0.123,-0.187,-0.003,0.086,-0.190,0.8500
0.6450,-0.43106,-0.00445,-0.62708,0.56532,-0.00049,-0.91885,-0.53940,0.35717,-1.21434,0.47156,0.31532,-0.82039,0.025,-0.261,-0.225,0.069,-0.214,-0.201,0.005,0.122,-0.187,-0.003,0.086,-0.190,0.8500
0.6500,-0.43110,-0.00402,-0.62671,0.56521,-0.00014,-0.91852,-0.53941,0.35697,-1.21402,0.47157,0.31518,-0.82007,0.025,-0.260,-0.225,0.068,-0.214,-0.201,0.005,0.122,-0.187,-0.003,0.085,-0.190,0.8500
0.6550,-0.43114,-0.00358,-0.62633,0.56509,0.00022,-0.91818,-0.53942,0.35677,-1.21371,0.47157,0.31504,-0.81975,0.025,-0.260,-0.224,0.068,-0.213,-0.201,0.005,0.122,-0.187,-0.003,0.085,-0.190,0.8500
0.6600,-0.43118,-0.00315,-0.62596,0.56498,0.00057,-0.91785,-0.53942,0.35656,-1.21340,0.47158,0.31490,-0.81944,0.025,-0.259,-0.224,0.068,-0.213,-0.201,0.005,0.122,-0.187,-0.003,0.085,-0.190,0.8500
0.6650,-0.43123,-0.00272,-0.62558,0.56487,0.00093,-0.91751,-0.53943,0.35636,-1.21309,0.47158,0.31475,-0.81912,0.025,-0.259,-0.224,0.068,-0.212,-0.201,0.005,0.122,-0.187,-0.003,0.085,-0.190,0.8500
0.6700,-0.43127,-0.00229,-0.62521,0.56475,0.00128,-0.91718,-0.53944,0.35616,-1.21277,0.47159,0.31461,-0.81880,0.025,-0.258,-0.224,0.067,-0.212,-0.201,0.005,0.122,-0.187,-0.003,0.085,-0.190,0.8500
0.6750,-0.43131,-0.00186,-0.62484,0.56464,0.00163,-0.91685,-0.53945,0.35595,-1.21246,0.47159,0.31447,-0.81849,0.025,-0.258,-0.224,0.067,-0.212,-0.200,0.005,0.122,-0.187,-0.003,0.085,-0.190,0.8500
0.6800,-0.43135,-0.00143,-0.62447,0.56453,0.00199,-0.91651,-0.53945,0.35575,-1.21215,0.47160,0.31433,-0.81817,0.025,-0.257,-0.223,0.067,-0.211,-0.200,0.005,0.122,-0.187,-0.003,0.085,-0.190,0.8500
0.6850,-0.43139,-0.00101,-0.62409,0.56442,0.00234,-0.91618,-0.53946,0.35555,-1.21184,0.47160,0.31419,-0.81786,0.025,-0.257,-0.223,0.067,-0.211,-0.200,0.004,0.121,-0.187,-0.003,0.085,-0.190,0.8500
0.6900,-0.43144,-0.00058,-0.62372,0.56431,0.00269,-0.91584,-0.53947,0.35534,-1.21152,0.47161,0.31405,-0.81754,0.025,-0.256,-0.223,0.066,-0.210,-0.200,0.004,0.121,-0.187,-0.003,0.084,-0.190,0.8500
0.6950,-0.43148,-0.00015,-0.62335,0.56420,0.00304,-0.91551,-0.53948,0.35514,-1.21121,0.47161,0.31391,-0.81722,0.025,-0.255,-0.223,0.066,-0.210,-0.200,0.004,0.121,-0.187,-0.003,0.084,-0.189,0.8500
0.7000,-0.43152,0.00027,-0.62298,0.56409,0.00338,-0.91518,-0.53948,0.35494,-1.21090,0.47162,0.31377,-0.81691,0.025,-0.255,-0.223,0.066,-0.209,-0.200,0.004,0.121,-0.188,-0.003,0.084,-0.189,0.8500
0.7050,-0.43156,0.00070,-0.62261,0.56398,0.00373,-0.91484,-0.53949,0.35474,-1.21059,0.47162,0.31363,-0.81659,0.025,-0.254,-0.222,0.066,-0.209,-0.200,0.004,0.121,-0.188,-0.003,0.084,-0.189,0.8500
0.7100,-0.43161,0.00112,-0.62224,0.56387,0.00408,-0.91451,-0.53950,0.35454,-1.21027,0.47163,0.31349,-0.81628,0.026,-0.254,-0.222,0.065,-0.208,-0.200,0.004,0.121,-0.188,-0.003,0.084,-0.189,0.8500
0.7150,-0.43165,0.00154,-0.62187,0.56376,0.00443,-0.91418,-0.53951,0.35434,-1.20996,0.47163,0.31335,-0.81596,0.026,-0.253,-0.222,0.065,-0.208,-0.200,0.004,0.121,-0.188,-0.003,0.084,-0.189,0.8500
0.7200,-0.43169,0.00196,-0.62150,0.56365,0.00477,-0.91384,-0.53951,0.35413,-1.20965,0.47164,0.31321,-0.81565,0.026,-0.253,-0.222,0.065,-0.207,-0.200,0.004,0.121,-0.188,-0.003,0.084,-0.189,0.8500
0.7250,-0.43173,0.00239,-0.62113,0.56354,0.00512,-0.91351,-0.53952,0.35393,-1.20934,0.47164,0.31307,-0.81533,0.026,-0.252,-0.221,0.065,-0.207,-0.200,0.004,0.121,-0.188,-0.003,0.084,-0.189,0.8500
0.7300,-0.43178,0.00281,-0.62076,0.56344,0.00546,-0.91318,-0.53953,0.35373,-1.20902,0.47165,0.31293,-0.81502,0.026,-0.252,-0.221,0.064,-0.206,-0.200,0.004,0.120,-0.188,-0.003,0.083,-0.189,0.8500
0.7350,-0.43182,0.00322,-0.62039,0.56333,0.00580,-0.91284,-0.53954,0.35353,-1.20871,0.47165,0.31279,-0.81470,0.026,-0.251,-0.221,0.064,-0.206,-0.200,0.004,0.120,-0.188,-0.003,0.083,-0.189,0.8500
0.7400,-0.43186,0.00364,-0.62003,0.56322,0.00614,-0.91251,-0.53954,0.35333,-1.20840,0.47166,0.31265,-0.81439,0.026,-0.251,-0.221,0.064,-0.205,-0.200,0.004,0.120,-0.188,-0.003,0.083,-0.189,0.8500
0.7450,-0.43191,0.00406,-0.61966,0.56311,0.00649,-0.91218,-0.53955,0.35313,-1.20809,0.47166,0.31251,-0.81407,0.026,-0.250,-0.221,0.064,-0.205,-0.200,0.004,0.120,-0.188,-0.003,0.083,-0.189,0.8500
0.7500,-0.43195,0.00448,-0.61929,0.56301,0.00683,-0.91185,-0.53956,0.35293,-1.20777,0.47167,0.31237,-0.81376,0.026,-0.250,-0.220,0.064,-0.204,-0.200,0.004,0.120,-0.188,-0.003,0.083,-0.189,0.8500
0.7550,-0.43199,0.00489,-0.61892,0.56290,0.00717,-0.91151,-0.53956,0.35273,-1.20746,0.47167,0.31224,-0.81344,0.026,-0.249,-0.220,0.063,-0.204,-0.200,0.004,0.120,-0.188,-0.003,0.083,-0.189,0.8500
0.7600,-0.43204,0.00531,-0.61856,0.56280,0.00751,-0.91118,-0.53957,0.35253,-1.20715,0.47168,0.31210,-0.81313,0.026,-0.249,-0.220,0.063,-0.203,-0.200,0.004,0.120,-0.188,-0.003,0.083,-0.189,0.8500
0.7650,-0.43208,0.00572,-0.61819,0.56269,0.00784,-0.91085,-0.53958,0.35233,-1.20684,0.47168,0.31196,-0.81281,0.026,-0.248,-0.220,0.063,-0.203,-0.199,0.004,0.120,-0.188,-0.003,0.083,-0.189,0.8500
0.7700,-0.43212,0.00613,-0.61782,0.56259,0.00818,-0.91052,-0.53959,0.35214,-1.20652,0.47169,0.31182,-0.81250,0.026,-0.248,-0.220,0.063,-0.202,-0.199,0.004,0.119,-0.188,-0.003,0.083,-0.189,0.8500
0.7750,-0.43217,0.00655,-0.61746,0.56249,0.00852,-0.91018,-0.53959,0.35194,-1.20621,0.47169,0.31168,-0.81218,0.026,-0.247,-0.219,0.062,-0.202,-0.199,0.004,0.119,-0.188,-0.003,0.082,-0.189,0.8500
0.7800,-0.43221,0.00696,-0.61709,0.56238,0.00885,-0.90985,-0.53960,0.35174,-1.20590,0.47170,0.31155,-0.81187,0.026,-0.247,-0.219,0.062,-0.201,-0.199,0.004,0.119,-0.188,-0.003,0.082,-0.189,0.8500
0.7850,-0.43225,0.00737,-0.61673,0.56228,0.00919,-0.90952,-0.53961,0.35154,-1.20559,0.47171,0.31141,-0.81155,0.026,-0.246,-0.219,0.062,-0.201,-0.199,0.004,0.119,-0.188,-0.003,0.082,-0.189,0.8500
0.7900,-0.43230,0.00778,-0.61636,0.56218,0.00952,-0.90919,-0.53961,0.35134,-1.20527,0.47171,0.31127,-0.81124,0.026,-0.246,-0.219,0.062,-0.200,-0.199,0.004,0.119,-0.188,-0.003,0.082,-0.189,0.8500
0.7950,-0.43234,0.00819,-0.61600,0.56207,0.00986,-0.90885,-0.53962,0.35114,-1.20496,0.47172,0.31114,-0.81092,0.026,-0.245,-0.219,0.061,-0.200,-0.199,0.004,0.119,-0.188,-0.003,0.082,-0.189,0.8500
0.8000,-0.43239,0.00859,-0.61564,0.56197,0.01019,-0.90852,-0.53963,0.35094,-1.20465,0.47172,0.31100,-0.81061,0.026,-0.245,-0.218,0.061,-0.199,-0.199,0.004,0.119,-0.188,-0.003,0.082,-0.189,0.8500
0.8050,-0.43243,0.00900,-0.61527,0.56187,0.01052,-0.90819,-0.53964,0.35075,-1.20434,0.47173,0.31086,-0.81030,0.027,-0.244,-0.218,0.061,-0.199,-0.199,0.004,0.119,-0.188,-0.003,0.082,-0.188,0.8500
0.8100,-0.43247,0.00941,-0.61491,0.56177,0.01085,-0.90786,-0.53964,0.35055,-1.20402,0.47173,0.31073,-0.80998,0.027,-0.244,-0.218,0.061,-0.198,-0.199,0.004,0.118,-0.188,-0.003,0.082,-0.188,0.8500
0.8150,-0.43252,0.00981,-0.61455,0.56167,0.01118,-0.90753,-0.53965,0.35035,-1.20371,0.47174,0.31059,-0.80967,0.027,-0.243,-0.218,0.060,-0.198,-0.199,0.004,0.118,-0.188,-0.003,0.081,-0.188,0.8500
0.8200,-0.43256,0.01022,-0.61418,0.56157,0.01151,-0.90720,-0.53966,0.35016,-1.20340,0.47174,0.31046,-0.80935,0.027,-0.243,-0.218,0.060,-0.198,-0.199,0.004,0.118,-0.188,-0.003,0.081,-0.188,0.8500
0.8250,-0.43261,0.01062,-0.61382,0.56147,0.01184,-0.90687,-0.53966,0.34996,-1.20309,0.47175,0.31032,-0.80904,0.027,-0.242,-0.217,0.060,-0.197,-0.199,0.004,0.118,-0.188,-0.003,0.081,-0.188,0.8500
0.8300,-0.43265,0.01102,-0.61346,0.56137,0.01217,-0.90653,-0.53967,0.34976,-1.20277,0.47175,0.31019,-0.80873,0.027,-0.242,-0.217,0.060,-0.197,-0.199,0.004,0.118,-0.188,-0.003,0.081,-0.188,0.8500
0.8350,-0.43270,0.01143,-0.61310,0.56127,0.01249,-0.90620,-0.53968,0.34956,-1.20246,0.47176,0.31005,-0.80841,0.027,-0.241,-0.217,0.060,-0.196,-0.199,0.004,0.118,-0.188,-0.003,0.081,-0.188,0.8500
0.8400,-0.43274,0.01183,-0.61274,0.56117,0.01282,-0.90587,-0.53968,0.34937,-1.20215,0.47177,0.30992,-0.80810,0.027,-0.241,-0.217,0.059,-0.196,-0.199,0.004,0.118,-0.188,-0.003,0.081,-0.188,0.8500
0.8450,-0.43279,0.01223,-0.61237,0.56107,0.01315,-0.90554,-0.53969,0.34917,-1.20184,0.47177,0.30978,-0.80779,0.027,-0.240,-0.216,0.059,-0.195,-0.199,0.004,0.118,-0.188,-0.003,0.081,-0.188,0.8500
0.8500,-0.43283,0.01263,-0.61201,0.56097,0.01347,-0.90521,-0.53970,0.34898,-1.20152,0.47178,0.30965,-0.80747,0.027,-0.240,-0.216,0.059,-0.195,-0.199,0.004,0.118,-0.188,-0.003,0.081,-0.188,0.8500
0.8550,-0.43288,0.01303,-0.61165,0.56087,0.01379,-0.90488,-0.53970,0.34878,-1.20121,0.47178,0.30951,-0.80716,0.027,-0.239,-0.216,0.059,-0.194,-0.199,0.004,0.117,-0.188,-0.003,0.081,-0.188,0.8500
0.8600,-0.43292,0.01343,-0.61129,0.56078,0.01412,-0.90455,-0.53971,0.34858,-1.20090,0.47179,0.30938,-0.80685,0.027,-0.239,-0.216,0.058,-0.194,-0.199,0.004,0.117,-0.188,-0.003,0.080,-0.188,0.8500
0.8650,-0.43297,0.01382,-0.61093,0.56068,0.01444,-0.90422,-0.53972,0.34839,-1.20059,0.47179,0.30925,-0.80653,0.027,-0.238,-0.216,0.058,-0.193,-0.198,0.004,0.117,-0.188,-0.003,0.080,-0.188,0.8500
0.8700,-0.43301,0.01422,-0.61058,0.56058,0.01476,-0.90389,-0.53973,0.34819,-1.20027,0.47180,0.30911,-0.80622,0.027,-0.238,-0.215,0.058,-0.193,-0.198,0.004,0.117,-0.188,-0.003,0.080,-0.188,0.8500
0.8750,-0.43306,0.01461,-0.61022,0.56049,0.01508,-0.90356,-0.53973,0.34800,-1.19996,0.47181,0.30898,-0.80591,0.027,-0.237,-0.215,0.058,-0.192,-0.198,0.004,0.117,-0.188,-0.003,0.080,-0.188,0.8500
0.8800,-0.43310,0.01501,-0.60986,0.56039,0.01540,-0.90323,-0.53974,0.34780,-1.19965,0.47181,0.30885,-0.80559,0.027,-0.237,-0.215,0.057,-0.192,-0.198,0.004,0.117,-0.188,-0.003,0.080,-0.188,0.8500
0.8850,-0.43315,0.01540,-0.60950,0.56030,0.01572,-0.90290,-0.53975,0.34761,-1.19933,0.47182,0.30871,-0.80528,0.027,-0.236,-0.215,0.057,-0.191,-0.198,0.004,0.117,-0.188,-0.004,0.080,-0.188,0.8500
0.8900,-0.43319,0.01580,-0.60914,0.56020,0.01604,-0.90257,-0.53975,0.34742,-1.19902,0.47182,0.30858,-0.80497,0.027,-0.236,-0.215,0.057,-0.191,-0.198,0.004,0.117,-0.188,-0.004,0.080,-0.188,0.8500
0.8950,-0.43324,0.01619,-0.60878,0.56011,0.01636,-0.90223,-0.53976,0.34722,-1.19871,0.47183,0.30845,-0.80466,0.027,-0.235,-0.214,0.057,-0.191,-0.198,0.004,0.117,-0.188,-0.004,0.080,-0.188,0.8500
0.9000,-0.43329,0.01658,-0.60843,0.56001,0.01667,-0.90190,-0.53977,0.34703,-1.19840,0.47184,0.30831,-0.80434,0.027,-0.235,-0.214,0.057,-0.190,-0.198,0.004,0.116,-0.188,-0.004,0.079,-0.188,0.8500
0.9050,-0.43333,0.01697,-0.60807,0.55992,0.01699,-0.90158,-0.53977,0.34683,-1.19808,0.47184,0.30818,-0.80403,0.028,-0.234,-0.214,0.056,-0.190,-0.198,0.004,0.116,-0.188,-0.004,0.079,-0.187,0.8500
0.9100,-0.43338,0.01736,-0.60771,0.55983,0.01731,-0.90125,-0.53978,0.34664,-1.19777,0.47185,0.30805,-0.80372,0.028,-0.234,-0.214,0.056,-0.189,-0.198,0.004,0.116,-0.188,-0.004,0.079,-0.187,0.8500
0.9150,-0.43342,0.01775,-0.60736,0.55973,0.01762,-0.90092,-0.53979,0.34645,-1.19746,0.47185,0.30792,-0.80341,0.028,-0.233,-0.214,0.056,-0.189,-0.198,0.004,0.116,-0.188,-0.004,0.079,-0.187,0.8500
0.9200,-0.43347,0.01814,-0.60700,0.55964,0.01793,-0.90059,-0.53979,0.34625,-1.19715,0.47186,0.30779,-0.80309,0.028,-0.233,-0.213,0.056,-0.188,-0.198,0.004,0.116,-0.188,-0.004,0.079,-0.187,0.8500
0.9250,-0.43352,0.01853,-0.60665,0.55955,0.01825,-0.90026,-0.53980,0.34606,-1.19683,0.47187,0.30765,-0.80278,0.028,-0.232,-0.213,0.055,-0.188,-0.198,0.004,0.116,-0.188,-0.004,0.079,-0.187,0.8500
0.9300,-0.43356,0.01891,-0.60629,0.55945,0.01856,-0.89993,-0.53981,0.34587,-1.19652,0.47187,0.30752,-0.80247,0.028,-0.232,-0.213,0.055,-0.187,-0.198,0.004,0.116,-0.188,-0.004,0.079,-0.187,0.8500
0.9350,-0.43361,0.01930,-0.60594,0.55936,0.01887,-0.89960,-0.53981,0.34567,-1.19621,0.47188,0.30739,-0.80216,0.028,-0.231,-0.213,0.055,-0.187,-0.198,0.004,0.116,-0.188,-0.004,0.079,-0.187,0.8500
0.9400,-0.43365,0.01968,-0.60558,0.55927,0.01918,-0.89927,-0.53982,0.34548,-1.19590,0.47188,0.30726,-0.80185,0.028,-0.231,-0.213,0.055,-0.186,-0.197,0.004,0.116,-0.188,-0.004,0.079,-0.187,0.8500
0.9450,-0.43370,0.02007,-0.60523,0.55918,0.01949,-0.89894,-0.53982,0.34529,-1.19558,0.47189,0.30713,-0.80153,0.028,-0.230,-0.212,0.055,-0.186,-0.197,0.004,0.115,-0.188,-0.004,0.078,-0.187,0.8500
0.9500,-0.43375,0.02045,-0.60487,0.55909,0.01980,-0.89861,-0.53983,0.34510,-1.19527,0.47190,0.30700,-0.80122,0.028,-0.230,-0.212,0.054,-0.185,-0.197,0.004,0.115,-0.188,-0.004,0.078,-0.187,0.8500
0.9550,-0.43379,0.02083,-0.60452,0.55900,0.02011,-0.89828,-0.53984,0.34490,-1.19496,0.47190,0.30687,-0.80091,0.028,-0.229,-0.212,0.054,-0.185,-0.197,0.004,0.115,-0.188,-0.004,0.078,-0.187,0.8500
0.9600,-0.43384,0.02121,-0.60417,0.55891,0.02042,-0.89795,-0.53984,0.34471,-1.19465,0.47191,0.30674,-0.80060,0.028,-0.229,-0.212,0.054,-0.185,-0.197,0.004,0.115,-0.188,-0.004,0.078,-0.187,0.8500
0.9650,-0.43389,0.02160,-0.60381,0.55882,0.02073,-0.89762,-0.53985,0.34452,-1.19433,0.47191,0.30661,-0.80029,0.028,-0.228,-0.212,0.054,-0.184,-0.197,0.004,0.115,-0.188,-0.004,0.078,-0.187,0.8500
0.9700,-0.43393,0.02198,-0.60346,0.55873,0.02103,-0.89730,-0.53986,0.34433,-1.19402,0.47192,0.30648,-0.79998,0.028,-0.228,-0.211,0.054,-0.184,-0.197,0.004,0.115,-0.188,-0.004,0.078,-0.187,0.8500
0.9750,-0.43398,0.02236,-0.60311,0.55864,0.02134,-0.89697,-0.53986,0.34414,-1.19371,0.47193,0.30635,-0.79966,0.028,-0.228,-0.211,0.053,-0.183,-0.197,0.004,0.115,-0.188,-0.004,0.078,-0.187,0.8500
0.9800,-0.43403,0.02273,-0.60276,0.55855,0.02164,-0.89664,-0.53987,0.34395,-1.19340,0.47193,0.30622,-0.79935,0.028,-0.227,-0.211,0.053,-0.183,-0.197,0.004,0.115,-0.188,-0.004,0.078,-0.187,0.8500
0.9850,-0.43407,0.02311,-0.60241,0.55846,0.02195,-0.89631,-0.53988,0.34376,-1.19308,0.47194,0.30609,-0.79904,0.028,-0.227,-0.211,0.053,-0.182,-0.197,0.004,0.115,-0.188,-0.004,0.078,-0.187,0.8500
0.9900,-0.43412,0.02349,-0.60206,0.55838,0.02225,-0.89598,-0.53988,0.34357,-1.19277,0.47195,0.30596,-0.79873,0.028,-0.226,-0.211,0.053,-0.182,-0.197,0.004,0.114,-0.188,-0.004,0.077,-0.187,0.8500
0.9950,-0.43417,0.02386,-0.60171,0.55829,0.02255,-0.89565,-0.53989,0.34338,-1.19246,0.47195,0.30583,-0.79842,0.028,-0.226,-0.210,0.053,-0.181,-0.197,0.004,0.114,-0.188,-0.004,0.077,-0.187,0.8500
1.0000,-0.43422,0.02424,-0.60136,0.55820,0.02285,-0.89533,-0.53989,0.34318,-1.19215,0.47196,0.30570,-0.79811,0.028,-0.225,-0.210,0.052,-0.181,-0.197,0.004,0.114,-0.188,-0.004,0.077,-0.187,0.8500
1.0050,-0.43427,0.02497,-0.60449,0.55853,0.02332,-0.89817,-0.54016,0.34478,-1.19695,0.47201,0.30766,-0.80284,0.857,-3.272,-1.545,0.371,-2.814,-1.449,1.050,0.672,-0.859,-1.287,0.610,-0.529,0.8500
1.0100,-0.43422,0.02477,-0.60904,0.55929,0.02293,-0.90263,-0.54035,0.34737,-1.20448,0.47180,0.31056,-0.80938,0.827,-2.996,-1.241,0.257,-2.560,-1.087,1.016,0.450,-0.259,-1.208,0.403,-0.170,0.8500
1.0150,-0.43404,0.02332,-0.61366,0.56036,0.02138,-0.90726,-0.54018,0.35005,-1.21185,0.47121,0.31347,-0.81553,0.791,-2.658,-1.103,0.158,-2.236,-0.935,0.918,0.369,-0.142,-1.097,0.333,-0.106,0.8500
1.0200,-0.43374,0.02073,-0.61821,0.56167,0.01874,-0.91181,-0.53960,0.35262,-1.21845,0.47024,0.31620,-0.82099,0.754,-2.319,-0.984,0.065,-1.909,-0.822,0.808,0.322,-0.132,-0.981,0.297,-0.110,0.8500
1.0250,-0.43333,0.01716,-0.62269,0.56315,0.01519,-0.91623,-0.53868,0.35505,-1.22424,0.46894,0.31874,-0.82575,0.715,-1.989,-0.867,-0.018,-1.594,-0.721,0.701,0.285,-0.147,-0.868,0.268,-0.126,0.8500
1.0300,-0.43280,0.01276,-0.62711,0.56473,0.01092,-0.92050,-0.53747,0.35735,-1.22929,0.46737,0.32111,-0.82991,0.672,-1.664,-0.748,-0.084,-1.304,-0.629,0.600,0.252,-0.166,-0.759,0.242,-0.141,0.8500
